product_code,normalized_group,normalized_part_type,normalized_category_name,ai_candidate_yn,source_rule,confidence,reviewed_yn
101261,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,1,FALSE
104308,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
100637,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
104274,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
104273,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
107684,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
107941,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
107690,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
88941,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
104190,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
107927,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
102858,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
103330,service,ASSEMBLY_SERVICE,조립/AS 서비스,FALSE,product_name:조립비|출장|A/S|AS|무상출장|택배서비스|제작 및 테스트|발포제,0.88,FALSE
