product_code,part_type,socket,chipset,mem_type,tdp_watt,rated_watt,length_mm,gpu_max_mm,cooler_tdp,height_mm,capacity_gb,gpu_chipset,vram_gb,required_power_watt,pcie_gen,form_factor,interface,tag_white,tag_rgb,tag_silent
98666,MOUSE,,,,,,,,,,,,,,,,,false,false,false
98667,MOUSE,,,,,,,,,,,,,,,,,false,false,false
98665,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97864,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97863,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97862,MOUSE,,,,,,,,,,,,,,,,,false,false,false
99439,POWER,,,,,550,,,,,,,,,,ATX,SATA,false,false,false
100227,CASE,,,,,,,335,,165,,,,,,ATX,,false,false,false
99352,CASE,,,,,,,280,,145,,,,,,ATX,,false,false,false
101820,CASE,,,,,,,380,,156,,,,,,ATX,,false,false,false
100821,CASE,,,,,,,365,,158,,,,,,ATX,,false,false,false
