product_code,detected_group,detected_part_type,detected_confidence,conflict_reason,review_status
119529,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
121742,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
119435,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123021,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
119492,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
119493,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
115348,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
112841,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
113277,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
119691,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
112575,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
112576,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
112403,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
113191,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
127394,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
124564,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
127393,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
124565,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
124853,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
127392,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123673,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123672,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
127391,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
129329,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
124175,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
128912,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123721,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123390,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123389,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
123650,core_part,GPU,0.98,"AI 추천 후보 필수 product_specs 누락: length_mm, tdp_watt|required_power_watt",대기
122728,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
123903,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
121100,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
121099,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
123082,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
124550,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
124551,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
124558,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
127325,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: COOLER_CPU_AIO,대기
121176,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: COOLER_CPU_AIO,대기
120908,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: COOLER_CPU_AIO,대기
121215,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: COOLER_CPU_AIO,대기
121216,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: COOLER_CPU_AIO,대기
126648,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
123097,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
115639,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
115634,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
115636,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
121108,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
115635,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
125061,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
125058,service,ASSEMBLY_SERVICE,0.88,원본 카테고리와 상품명 분류 충돌: CASE,대기
125011,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
125007,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
126560,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
125129,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
127220,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
125131,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
125130,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
123218,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
124406,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
125017,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
125006,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
120911,unknown,UNKNOWN,0,normalized_part_type = UNKNOWN / confidence < 0.85,대기
120910,unknown,UNKNOWN,0,normalized_part_type = UNKNOWN / confidence < 0.85,대기
120912,unknown,UNKNOWN,0,normalized_part_type = UNKNOWN / confidence < 0.85,대기
120913,unknown,UNKNOWN,0,normalized_part_type = UNKNOWN / confidence < 0.85,대기
128251,core_part,MB,0.95,"AI 추천 후보 필수 product_specs 누락: socket, chipset, mem_type, form_factor",대기
128248,core_part,MB,0.95,"AI 추천 후보 필수 product_specs 누락: socket, chipset, mem_type, form_factor",대기
128253,core_part,MB,0.95,"AI 추천 후보 필수 product_specs 누락: socket, chipset, mem_type, form_factor",대기
128249,core_part,MB,0.95,"AI 추천 후보 필수 product_specs 누락: socket, chipset, mem_type, form_factor",대기
128252,core_part,MB,0.95,"AI 추천 후보 필수 product_specs 누락: socket, chipset, mem_type, form_factor",대기
121049,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
121086,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
121079,core_part,CASE,0.94,"AI 추천 후보 필수 product_specs 누락: gpu_max_mm, height_mm",대기
124114,unknown,UNKNOWN,0,normalized_part_type = UNKNOWN / confidence < 0.85,대기
98916,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
98918,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102074,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102718,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110103,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110104,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102043,core_part,COOLER_CPU_AIO,0.88,원본 카테고리와 상품명 분류 충돌: RAM / AI 추천 후보 필수 product_specs 누락: cooler_tdp,대기
98938,core_part,COOLER_CPU_AIO,0.93,AI 추천 후보 필수 product_specs 누락: cooler_tdp,대기
98939,core_part,COOLER_CPU_AIO,0.93,AI 추천 후보 필수 product_specs 누락: cooler_tdp,대기
110105,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102274,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102283,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110106,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110107,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110108,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
107597,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
107636,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
107582,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
107584,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
127180,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
109798,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110109,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
110162,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
109799,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
99108,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
99123,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102720,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102078,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
102717,core_part,RAM,0.96,AI 추천 후보 필수 product_specs 누락: capacity_gb,대기
